prot0,prot1,correlation
Q9BXM0,Q9Y342,0.9012487722305719
Q9BXM0,O00421,0.9091388866813138
Q9BXM0,P33151,0.9039533084580528
Q9BXM0,Q03135,0.9114902726658365
Q9BXM0,Q6NZI2,0.9085510370615166
Q9BXM0,Q15109,0.9123548859463549
Q9BX67,Q14642,0.9092469654997856
Q9BX67,P29992,0.9041500391014203
P61009,Q15118,0.9073833286210179
P02750,P01767,0.9033436479334445
Q13683,P50993,0.931922615796207
Q13683,P35749,0.9063723314475172
Q13683,Q14BN4,0.911122992173603
Q13683,Q15124,0.900146281826283
Q9UKY7,Q8WW12,0.9010901184271082
P02549,Q08495,0.9782704703889018
P02549,P13224,0.9155389396979485
P02549,P0CAP1,0.9055916356499074
P02549,P01008,0.9080003060837871
P02549,Q8N8U9,0.9053147223667142
P02549,Q9NZA1,0.931253037766952
P02549,Q9H8L6,0.903643268330814
P02549,Q8WWA0,0.9305347303640346
P02549,Q13336,0.9686663096085063
P02549,Q8NFJ5,0.9041957641505242
P02549,Q03135,0.9089535606633091
P02549,P08473,0.9352375640722189
P02549,Q15109,0.9359818281201563
Q6UXH8,O00159,0.9091677659411518
Q6UXH8,P50895,0.9127582464198237
Q6UXH8,P61952,0.9001353826461443
Q6UXH8,Q9H8L6,0.920248917804437
Q6UXH8,Q03135,0.9275236474881312
Q6UXH8,P51636,0.9085576390977254
P68871,P00915,0.9501009612592283
Q9Y2D5,Q9BYB0,0.9036543347863792
Q9Y2D5,O95810,0.9333639424716094
Q9Y2D5,O00159,0.9249584175906155
Q9Y2D5,Q9P266,0.9220034293157237
Q9Y2D5,P0CAP1,0.9143435905925603
Q9Y2D5,Q5U651,0.9107301443142954
Q9Y2D5,Q86T13,0.9105666851554128
Q9Y2D5,P55087,0.9102792126073896
Q9Y2D5,Q96MM6,0.9284898953513155
Q9Y2D5,Q15599,0.9040794196900391
Q9Y2D5,Q9NPY3,0.9292381949118833
Q9Y2D5,P61952,0.9362113202103083
Q9Y2D5,P35241,0.9501987532251084
Q9Y2D5,O75558,0.9034155016879333
Q9Y2D5,Q02763,0.9212645730558677
Q9Y2D5,P16284,0.9143772757125384
Q9Y2D5,Q9H8L6,0.9023348566909352
Q9Y2D5,Q96AP7,0.9258917624388585
Q9Y2D5,Q9Y4D7,0.9000404477715281
Q9Y2D5,O95490,0.91684146849953
Q9Y2D5,Q07157,0.9331137440076609
Q9Y2D5,P22748,0.9306697825240046
Q9Y2D5,Q9HCM4,0.9102160937238697
Q9Y2D5,P33151,0.9205054894618786
Q9Y2D5,Q03135,0.9081241739871789
Q9Y2D5,Q6NZI2,0.9242328085235781
Q9Y2D5,O14639,0.9033257172300503
Q9Y2D5,P12821,0.9106451966259718
Q32M88,Q2NKX8,0.9864815981873565
P01762,P01781,0.9255252091247967
B9A064,P01857,0.9019042684019175
B9A064,P01743,0.9105855680182696
B9A064,P01834,0.9478609392115436
Q9Y3C1,Q9BZE4,0.9146964290121544
P55268,O00159,0.9265377144027037
P55268,P43121,0.9582094391161361
P55268,P16066,0.9044058558073744
P55268,P50895,0.9224191989028457
P55268,P16284,0.9074528869158424
P55268,P55290,0.9110540913193607
P55268,Q9H8L6,0.9173513935352653
P55268,P53420,0.9006872378042823
P55268,P23467,0.9100323089412314
P55268,Q14642,0.918222075832209
P55268,Q6UWY5,0.9037572264982779
P55268,Q03135,0.9231027115743186
P55268,P51636,0.9170639605614544
P55268,Q8IVN8,0.9489283974334041
Q96MM6,O00501,0.9144505528399383
Q96MM6,Q9BYB0,0.9119728904836734
Q96MM6,O95810,0.9610596632343438
Q96MM6,O00159,0.9616745063021965
Q96MM6,P07204,0.9179809450581446
Q96MM6,P57087,0.9551425472724375
Q96MM6,Q13873,0.9185669963431244
Q96MM6,P24530,0.9282928388413373
Q96MM6,P98172,0.9195302834460639
Q96MM6,Q10589,0.929171888528434
Q96MM6,Q9H2F9,0.9012257187632388
Q96MM6,P0CAP1,0.9431599493511715
Q96MM6,Q5U651,0.9467569632697919
Q96MM6,P16066,0.9110148223789081
Q96MM6,P50895,0.9461856062737811
Q96MM6,Q86T13,0.9288359249989814
Q96MM6,Q8NFX7,0.9023212936430782
Q96MM6,P26006,0.9074506745330291
Q96MM6,Q9BXM0,0.946517446663975
Q96MM6,Q9Y2D5,0.9284898953513155
Q96MM6,Q15599,0.9251671456901623
Q96MM6,Q9NPY3,0.9553324073390729
Q96MM6,P61952,0.9540599507904116
Q96MM6,Q16602,0.960647713046461
Q96MM6,P35241,0.9357053945192922
Q96MM6,O00592,0.9030250897168483
Q96MM6,Q02763,0.96192506406837
Q96MM6,Q8N8U9,0.9032319780141976
Q96MM6,P16284,0.9619469951801598
Q96MM6,Q92959,0.9621019324937912
Q96MM6,P13598,0.9196403791075687
Q96MM6,P14222,0.9021337751664849
Q96MM6,Q9H8L6,0.9371506435052211
Q96MM6,Q96AP7,0.9619701052949406
Q96MM6,Q9Y4D7,0.9155738609298855
Q96MM6,O95490,0.9472916595837237
Q96MM6,P32241,0.9214347984862451
Q96MM6,P23634,0.9035738516269892
Q96MM6,P50148,0.9065324654874981
Q96MM6,P22748,0.9429818392036616
Q96MM6,Q9Y342,0.9057340751590665
Q96MM6,Q14642,0.9084123567679465
Q96MM6,P33151,0.9668943834883996
Q96MM6,Q03135,0.9540677657826113
Q96MM6,P42702,0.9008079878725276
Q96MM6,Q6NZI2,0.9454163451350828
Q96MM6,P51636,0.9326627338561487
Q96MM6,Q8IWA5,0.914441783296464
Q86YM7,P35241,0.9107884154860397
Q86YM7,Q8NFJ5,0.9216435977205141
Q86YM7,Q15109,0.9067043664153593
P35749,P50993,0.9029659630337995
P35749,Q13683,0.9063723314475172
P35749,Q14BN4,0.9153984454942884
Q8NC51,Q9Y520,0.935668554321036
Q8NC51,Q14157,0.9198737483048749
Q02094,Q08495,0.9201407429127539
Q02094,P0CAP1,0.9049427660979205
Q02094,Q8N8U9,0.9063552224182224
Q02094,P42658,0.9039249319816213
Q02094,P14222,0.928024827150947
Q02094,Q9NZA1,0.9587040211367321
Q02094,Q8WWA0,0.9647239082569625
Q02094,P32241,0.9107565257020275
Q02094,P16452,0.9587193370426724
Q02094,Q13336,0.9025415759266283
Q02094,Q8NFJ5,0.9395462471462974
Q02094,P08473,0.9436694152057127
Q02094,Q15109,0.9775142648426192
Q15599,O95810,0.9071169818728766
Q15599,O00159,0.9079356040141717
Q15599,P57087,0.9037750260107432
Q15599,Q5U651,0.9008571577464712
Q15599,P50895,0.9017650086011987
Q15599,Q86T13,0.9105492886247458
Q15599,P26006,0.9369496214755864
Q15599,Q9Y2D5,0.9040794196900391
Q15599,Q96MM6,0.9251671456901623
Q15599,P61952,0.9079395829837213
Q15599,P10301,0.9070430609385642
Q15599,Q96AP7,0.9142225330959017
Q15599,O95490,0.918612487834335
Q15599,Q14642,0.9026173400384578
Q15599,P33151,0.9381385647616185
Q15599,Q8IWA5,0.9033505875869488
P28907,Q9BY50,0.9447922730748266
P28907,Q15005,0.9030274718185889
P05543,P01024,0.917045411730538
P05543,P01042,0.90612469721514
P05543,P02790,0.9334897232041051
P05543,P43652,0.9309068530756507
Q9NPY3,Q16363,0.9220196901923672
Q9NPY3,O00501,0.922442034241694
Q9NPY3,O95810,0.9456713161120874
Q9NPY3,O00159,0.9476539753939746
Q9NPY3,P43121,0.9245785528633701
Q9NPY3,P57087,0.911900434370132
Q9NPY3,Q13873,0.9014543355818769
Q9NPY3,Q9Y5Y7,0.9149598135472787
Q9NPY3,P98172,0.9061509969659749
Q9NPY3,Q10589,0.902749821356181
Q9NPY3,P0CAP1,0.9652387576883226
Q9NPY3,Q5U651,0.9304078370457575
Q9NPY3,P16066,0.9125292606177456
Q9NPY3,P50895,0.9436757493815339
Q9NPY3,Q86T13,0.9303053303931162
Q9NPY3,Q8NFX7,0.9218809939643909
Q9NPY3,P29400,0.9123348157595866
Q9NPY3,Q9BXM0,0.9393936430591598
Q9NPY3,Q9Y2D5,0.9292381949118833
Q9NPY3,Q96MM6,0.9553324073390729
Q9NPY3,P61952,0.9464222923560437
Q9NPY3,Q16602,0.9346623128118406
Q9NPY3,P35241,0.9455010713062724
Q9NPY3,Q02763,0.9708707405572808
Q9NPY3,Q8N8U9,0.9206655629250621
Q9NPY3,Q92959,0.9300924925551864
Q9NPY3,P13598,0.9250234689468383
Q9NPY3,P14222,0.9117921499004106
Q9NPY3,Q9NZA1,0.9323333028318507
Q9NPY3,Q96AP7,0.9428496035010261
Q9NPY3,Q9Y4D7,0.9168159236741723
Q9NPY3,O95490,0.951781220440859
Q9NPY3,P53420,0.9458325669731672
Q9NPY3,P32241,0.9403488368685416
Q9NPY3,Q8IZC4,0.901581611705544
Q9NPY3,P22748,0.9416580480690439
Q9NPY3,Q9Y342,0.9124518263618143
Q9NPY3,Q9HCM4,0.9029849191126423
Q9NPY3,Q8NFJ5,0.9174693387216533
Q9NPY3,P33151,0.937713669815397
Q9NPY3,Q03135,0.9493528668137065
Q9NPY3,P08473,0.93047697370767
Q9NPY3,Q6NZI2,0.9407196640349019
Q9NPY3,P51636,0.9190155931159092
Q9NPY3,Q15109,0.9155976617364726
Q9NPY3,Q8IVN8,0.9027059193810513
Q9NPY3,Q9UHN6,0.9239025679026562
Q6UX06,P28676,0.9069635577321218
Q9BUQ8,O60264,0.9122625639571027
Q13491,Q9NRN5,0.9010899882755179
Q13491,Q6UWY5,0.9089288020300319
P02753,P08185,0.9209039411922602
P02753,P01042,0.9539969967640812
P02753,P43652,0.9447163148037181
Q9Y520,Q8NC51,0.935668554321036
Q9Y520,P52294,0.9007457743663612
Q9Y520,Q14157,0.9039372230749282
Q53TN4,Q01118,0.9103175577125219
P22894,Q9UM07,0.9311213440543618
P22894,P20160,0.9435646839062161
P61952,O95810,0.9355025711763919
P61952,O00159,0.9451995130550992
P61952,Q08495,0.9028260058542461
P61952,P57087,0.9325621527681176
P61952,Q9Y5Y7,0.921170235055404
P61952,Q10589,0.9237791228844731
P61952,P0CAP1,0.939387127824999
P61952,Q5U651,0.9157994227770402
P61952,P50895,0.9423462772113922
P61952,Q86T13,0.9425564233307301
P61952,P26006,0.9257777416043497
P61952,P55087,0.9222746069136637
P61952,Q6UXH8,0.9001353826461443
P61952,Q9Y2D5,0.9362113202103083
P61952,Q96MM6,0.9540599507904116
P61952,Q15599,0.9079395829837213
P61952,Q9NPY3,0.9464222923560437
P61952,P35241,0.926966583060581
P61952,Q02763,0.9497716821406329
P61952,P16284,0.961422921885203
P61952,Q92959,0.9251204033793624
P61952,P13598,0.9210748636604829
P61952,P51674,0.9145406529068091
P61952,Q8IVW8,0.913281730045761
P61952,Q9NZA1,0.9031817861416641
P61952,Q9H8L6,0.9420503270018149
P61952,Q96AP7,0.962934473641312
P61952,Q9Y4D7,0.9083825592023489
P61952,O95490,0.9424209866367618
P61952,P53420,0.9143946379434756
P61952,P22748,0.9584299375007629
P61952,Q14642,0.900240140114721
P61952,P33151,0.9553816465288842
P61952,Q03135,0.9619883848323263
P61952,P08473,0.9116722636695467
P61952,P42702,0.9022541225941668
P61952,Q6NZI2,0.9167133002888991
P61952,P51636,0.9215666049962146
P61952,Q8IWA5,0.9008941688017107
P11047,O00159,0.910637997151385
P11047,P43121,0.922948164591818
P11047,P50895,0.9272272648948151
P11047,Q9H8L6,0.9133558488424927
P11047,Q96AP7,0.9021033840844811
P11047,P23467,0.9081279070966924
P11047,Q03135,0.900693531415121
Q16602,O00501,0.9043976060177691
Q16602,O95810,0.9203075774472638
Q16602,O00159,0.9223678356858034
Q16602,P07204,0.9259066823687722
Q16602,P57087,0.9417881417240336
Q16602,P24530,0.9111198512157674
Q16602,P98172,0.9373379587603196
Q16602,Q10589,0.9165754037688632
Q16602,P0CAP1,0.9453473050188431
Q16602,P50895,0.9193180390222159
Q16602,Q9BXM0,0.954537751223855
Q16602,Q96MM6,0.960647713046461
Q16602,Q9NPY3,0.9346623128118406
Q16602,P35241,0.9182438749659424
Q16602,Q02763,0.9426615105699677
Q16602,P16284,0.9483912669419619
Q16602,P31645,0.9106363799994194
Q16602,Q92959,0.9671137600307846
Q16602,P14222,0.9068262017060765
Q16602,Q9NZA1,0.9048218118504647
Q16602,Q9H8L6,0.9052625458976009
Q16602,Q96AP7,0.9243025312942156
Q16602,O95490,0.918888076668334
Q16602,P22748,0.9325465356007597
Q16602,P33151,0.9158721478370483
Q16602,Q03135,0.9357489310305326
Q16602,P08473,0.904930396330278
Q16602,P51636,0.9085044819993519
P10301,O00159,0.9052168199694658
P10301,Q15599,0.9070430609385642
P10301,Q14642,0.9302991286329525
P10301,P29992,0.9207215507224138
P35241,Q9BYB0,0.9019889686951181
P35241,O95810,0.923865432779049
P35241,O00159,0.935683353434808
P35241,P37023,0.9105807328406766
P35241,P24530,0.9074549577784026
P35241,P98172,0.900369027799618
P35241,Q10589,0.9048910712836572
P35241,P0CAP1,0.9299476952149192
P35241,Q5U651,0.9013799171358006
P35241,P50895,0.9129595745716915
P35241,Q86T13,0.9168493898955492
P35241,P07947,0.9107593046656739
P35241,P26006,0.9036567721626462
P35241,P55087,0.9044143613730412
P35241,Q9BXM0,0.9301613333787385
P35241,Q9Y2D5,0.9501987532251084
P35241,Q96MM6,0.9357053945192922
P35241,Q86YM7,0.9107884154860397
P35241,Q9NPY3,0.9455010713062724
P35241,P61952,0.926966583060581
P35241,Q16602,0.9182438749659424
P35241,O75558,0.9242517395872661
P35241,Q02763,0.941056825819419
P35241,P16284,0.9299706217238124
P35241,Q92959,0.9112500841573274
P35241,Q9H8L6,0.9044242653555234
P35241,Q96AP7,0.9193754859987496
P35241,Q9Y4D7,0.9142563499244618
P35241,O95490,0.9265328946185954
P35241,P53420,0.904394943037059
P35241,P32241,0.9090336352124573
P35241,P22748,0.9489687744561458
P35241,Q9Y342,0.9214003768949928
P35241,O76024,0.9147547072533381
P35241,Q9HCM4,0.9503393165347032
P35241,Q8NFJ5,0.9075227508630874
P35241,P33151,0.9282398946032508
P35241,Q03135,0.9092194027914089
P35241,Q6NZI2,0.9090000663356533
P35241,P12821,0.9108932928585877
P35241,Q9UHN6,0.9196563449342796
P01008,Q08495,0.9069586833011025
P01008,P16157,0.9040645382296475
P01008,P02549,0.9080003060837871
P01008,Q9NZA1,0.9079360828293028
P01008,P16452,0.9007837099704755
P01008,P08473,0.9175518223440753
O00592,Q96MM6,0.9030250897168483
O00592,Q96AP7,0.9004062270666116
O00592,O95490,0.9020105864107794
P37173,O00159,0.914801920408724
P37173,Q14642,0.9052981377972213
O75112,Q9BX66,0.908745448943792
O75112,Q14BN4,0.9011985576886955
O75558,Q9Y2D5,0.9034155016879333
O75558,P35241,0.9242517395872661
P54108,P05164,0.9000874215727331
Q01118,Q16853,0.9138555800455856
Q01118,O94911,0.9238658564228371
Q01118,Q53TN4,0.9103175577125219
Q02763,Q16363,0.9085701637077207
Q02763,Q9BYB0,0.9085532650916179
Q02763,O95810,0.9448076838509867
Q02763,O00159,0.9553146410956334
Q02763,P57087,0.9246942306834047
Q02763,Q13873,0.9134303983713772
Q02763,P24530,0.9281628038138193
Q02763,P98172,0.9228220825775756
Q02763,Q10589,0.9032478845724193
Q02763,P0CAP1,0.9474378884067872
Q02763,Q5U651,0.9327372289638307
Q02763,P16066,0.9124124519297274
Q02763,P50895,0.9407246807128009
Q02763,Q86T13,0.9318717815129406
Q02763,Q8NFX7,0.9333422551063502
Q02763,P26006,0.9127559555419847
Q02763,Q9BXM0,0.9295266767769081
Q02763,Q9Y2D5,0.9212645730558677
Q02763,Q96MM6,0.96192506406837
Q02763,Q9NPY3,0.9708707405572808
Q02763,P61952,0.9497716821406329
Q02763,Q16602,0.9426615105699677
Q02763,P35241,0.941056825819419
Q02763,Q8N8U9,0.911431422589317
Q02763,Q92959,0.9409824424892791
Q02763,Q9NZA1,0.9107990433169739
Q02763,Q9H8L6,0.9406327652020234
Q02763,Q9Y4D7,0.9191342026856608
Q02763,O95490,0.9515950445116943
Q02763,P53420,0.9142264023474588
Q02763,P32241,0.9259131698822092
Q02763,P22748,0.9369185022194855
Q02763,Q9Y342,0.9089334219567303
Q02763,Q9HCM4,0.910665314172633
Q02763,Q03135,0.9498116259986931
Q02763,P08473,0.9202799591266876
Q02763,P42702,0.9120274456691972
Q02763,Q6NZI2,0.9306743579423441
Q02763,P51636,0.9295369208939798
Q02763,Q8IWA5,0.9348218101912634
Q02763,Q9UHN6,0.9149666924268147
Q8N8U9,O00159,0.9125723286867821
Q8N8U9,P57087,0.9010175314616454
Q8N8U9,P0CAP1,0.9148623264281995
Q8N8U9,P16066,0.9032699977609358
Q8N8U9,P50895,0.9080249076189041
Q8N8U9,P16157,0.9015208609094182
Q8N8U9,P02549,0.9053147223667142
Q8N8U9,Q96MM6,0.9032319780141976
Q8N8U9,Q02094,0.9063552224182224
Q8N8U9,Q9NPY3,0.9206655629250621
Q8N8U9,Q02763,0.911431422589317
Q8N8U9,P16284,0.9180349511749298
Q8N8U9,P14222,0.9053016685296451
Q8N8U9,Q9NZA1,0.9203888755541492
Q8N8U9,P02730,0.9026071347488194
Q8N8U9,Q9H8L6,0.916082777974793
Q8N8U9,Q8WWA0,0.9080703326992635
Q8N8U9,P16452,0.9052915123040002
Q8N8U9,Q8NFJ5,0.9042491313798634
Q8N8U9,Q03135,0.9382580577231407
Q8N8U9,P08473,0.920850646242851
Q8N8U9,P51636,0.9180540664991145
Q8N8U9,Q15109,0.9207367110879778
Q4KMQ2,Q16853,0.9082036789736061
Q4KMQ2,O75954,0.9329729389636259
Q4KMQ2,Q13425,0.9183657263878814
Q4KMQ2,Q13813,0.90057013715973
Q4KMQ2,Q01082,0.9075786487438651
Q4KMQ2,P56199,0.9161086077227375
Q4KMQ2,P05556,0.9156100799616639
Q4KMQ2,P63096,0.907559672027436
Q14162,Q86T13,0.9059644409487444
Q14162,Q9Y4D7,0.9022014913535888
P16284,Q16363,0.9182849437199918
P16284,O95810,0.945873536407187
P16284,O00159,0.962219366177106
P16284,Q08495,0.9007660083256195
P16284,P57087,0.9480959990171529
P16284,P24530,0.9173677091599441
P16284,Q10589,0.9253129016789501
P16284,P0CAP1,0.9493525549983932
P16284,Q5U651,0.9273080616936016
P16284,P16066,0.9267309617611015
P16284,P50895,0.9505983228096186
P16284,Q86T13,0.937532579635025
P16284,P26006,0.910380596927346
P16284,P29400,0.9121396246063753
P16284,Q9BXM0,0.9282787431659422
P16284,Q9Y2D5,0.9143772757125384
P16284,P55268,0.9074528869158424
P16284,Q96MM6,0.9619469951801598
P16284,P61952,0.961422921885203
P16284,Q16602,0.9483912669419619
P16284,P35241,0.9299706217238124
P16284,Q8N8U9,0.9180349511749298
P16284,Q92959,0.943920063573874
P16284,P55290,0.9034375433007656
P16284,P14222,0.9085789226690124
P16284,Q9NZA1,0.9186780482208126
P16284,Q9H8L6,0.9676213380953431
P16284,Q9Y4D7,0.9319413384042182
P16284,O95490,0.9555746232145012
P16284,P53420,0.9306047904169267
P16284,P32241,0.9321842593544001
P16284,P27105,0.9082498088766183
